2.835661731065934887e+00,-2.112773194338564586e+00,4.348863403635846447e-01,4.173182479723925864e-01,2.314748128858146181e-01,1.144664984248739525e+00,-5.423499736103136737e-01,-1.903036833504119674e+00,-2.202565437288398265e+00,1.579430105737276990e-02,-1.348447749031107978e+00,-2.145512166974014256e+00,8.349173474267537198e-01,-1.013503103838118979e-01,-1.225821768681722990e+00,0.000000000000000000e+00
1.305205568688552864e+00,-5.046811674297693173e-01,-5.577784798460768689e-01,1.636103057198774025e+00,-9.905149402145034809e-01,1.969445381331979883e+00,9.862333952756012767e-01,-2.955152712936097714e+00,-1.711375014232118907e+00,7.575291392086145326e-01,-8.874154176968325203e-01,-3.365895524403639261e-01,1.330056598212050023e+00,-7.345338183480314420e-01,5.651555448368970197e-02,0.000000000000000000e+00
1.732619912158159359e+00,6.069365756680020763e-01,-2.488477189910293375e-01,1.632399554030227629e+00,1.032044866265796834e+00,1.161207671758028415e+00,1.275373407263207692e+00,6.928583666373540062e-01,5.739749575886452515e-01,-2.561584432214462637e-01,3.083643126318857397e-01,-2.031876342580977823e+00,8.762130742723461818e-01,-4.365660514296659245e-01,-8.081886582481381254e-01,0.000000000000000000e+00
-7.093467398676382984e-01,2.969935222725064605e+00,5.343765628400474199e-01,1.186738543836199922e+00,2.867750272337339368e+00,6.548485945721164991e-02,9.601836693743489581e-01,9.211072134199671524e-01,5.924565844262379422e-01,-1.543303758797105463e-01,-7.072889952100804012e-02,-2.509250457456986272e-01,-8.968816214343724447e-01,-7.556768387288984590e-01,2.343596907289823006e-01,0.000000000000000000e+00
9.021350551315120425e-01,1.399966281120174960e+00,1.084124733529013146e-01,1.406366808295649529e+00,4.489495878648294136e-01,-1.314637395792005448e+00,-3.759357199135793248e-01,1.422355226692469943e+00,9.286998510506470073e-01,-1.482414141058872703e+00,8.900101268264296595e-01,-7.627928962940940805e-01,-1.939405408141874565e+00,-1.772578565361454306e+00,-1.675941019099101537e+00,0.000000000000000000e+00
4.388941019201542559e+00,5.344052954080286133e-01,4.247993134767852896e-01,1.019413814660167006e+00,-2.022748407137359816e+00,-7.781814783754997800e-01,2.093395725049926437e+00,3.136446282678572839e+00,-1.585295576896240899e+00,1.138718067856097749e+00,5.016396822608584216e-01,1.093995990668084062e-02,-1.086391877877546541e+00,1.211548256911761268e+00,-9.710068234106390417e-01,0.000000000000000000e+00
1.372364482030775656e+00,-1.220521692351235865e+00,2.762684532731502163e+00,2.284004707204833062e-01,1.298581565700579032e+00,6.540239742314809535e-01,6.342839331822380800e-01,-1.488739442172219540e+00,-1.151690551641316729e+00,-2.959717932122608031e-01,-7.176622759721215106e-01,-1.931140907206494672e+00,-3.017646892747387177e+00,-7.529053954279396610e-01,2.813551220125483712e-02,0.000000000000000000e+00
1.839482688132609844e+00,1.118578681356622084e+00,3.348381950246216987e-01,1.459406566531540328e+00,-3.808672261552161764e-01,1.320750127826160414e+00,-2.329441651122575951e+00,1.844295405941969612e+00,4.839724957632717262e-01,3.074758308749863181e-02,-2.546732111762185280e+00,-6.607956358113176165e-01,-4.060006639084922653e-01,1.693750512716112044e-01,-5.743824504629395644e-01,0.000000000000000000e+00
-4.118453566641798957e+00,6.988857310068188333e-01,-1.063283009770493504e+00,1.905227724393045996e-01,3.774032911569892068e+00,1.338777970421062280e+00,-6.970447013594224250e-01,-1.423474918825611280e+00,3.734367764023120984e+00,-7.116615385763057633e-01,3.123872434116447550e-01,-1.910142317493586761e+00,2.951930617084199682e-01,-1.760262500580008993e+00,-4.019864911361351045e-01,0.000000000000000000e+00
-2.839792862923672390e-01,3.335929992013709100e+00,-6.530305754580547628e-01,1.377042435741042681e+00,3.528384330402834390e+00,1.602303646134059789e-01,-2.284319210663584288e-01,1.144083200874903117e+00,2.748605273379318703e-01,8.066431167227499088e-01,1.065183180123639994e+00,-5.534047158825621260e-01,-6.657998701017705523e-01,-1.115122432508703465e+00,-7.342759712894196822e-01,0.000000000000000000e+00
5.045196532315254778e-01,-1.306118881232433804e+00,-8.725433767755096381e-01,-3.218080666812597190e-01,1.449347920048131844e+00,-6.636632177105290797e-02,-1.209248754461603736e+00,-1.079969105405950369e+00,-3.805073104261434969e-01,3.306932266568552992e-01,-1.656813289113686916e-01,-1.785512202567983930e+00,2.169270735125683469e+00,-7.745300726627299404e-02,-8.556922001737279349e-01,0.000000000000000000e+00
7.976975974925711865e-01,-2.672221527124673202e+00,-7.240398594146746879e-03,-4.006326584404156232e-01,-1.185513046089147871e+00,-1.923892643384104706e-01,1.462113558975860761e-01,-1.920855223625391961e+00,-5.688674161545105301e-01,8.959972104136343374e-01,9.311262776878392877e-01,-1.064386800224574214e+00,1.816778721555946385e-01,4.718548882014970136e-01,7.057838852040312361e-01,0.000000000000000000e+00
2.515311815866630774e+00,-1.332441420574459467e+00,2.508562515963977391e-01,2.094607501201605881e+00,-1.514398086504095353e+00,1.389792579761827351e+00,-5.632976675458828408e-01,-4.157167934409073951e+00,-2.828455632702429501e+00,4.236457885331880724e-01,9.775821467761893757e-01,-8.527677546357377292e-01,5.096662090000231293e-01,1.951723170403616203e+00,4.142752175136015236e-01,0.000000000000000000e+00
1.434970305742353514e+00,-4.788573701044318565e-01,-1.105382181365061722e+00,1.332085027803278088e-01,2.149848572426831694e+00,-4.309599067001534944e-01,1.484502836510538104e-01,-3.422059664628341880e-01,-9.274542524972192448e-01,1.000603408516268278e+00,4.539890643795447822e-01,-2.026134241036361416e+00,-6.255156566820088138e-01,-2.493350048482684489e+00,1.101739649544594135e+00,0.000000000000000000e+00
-1.917736249656401215e+00,2.500528135148460507e+00,3.053649499535070894e-02,1.197718403728625702e+00,1.004081258667082865e+00,2.853993767216869148e-01,-7.574307747527896373e-01,1.205630735847383228e+00,2.611349112144307760e+00,-5.355570796987947357e-01,2.002682766408591775e+00,2.534963602052462406e-01,1.179259334610126109e+00,1.399937426364345483e-01,-1.181286806672825929e+00,0.000000000000000000e+00
1.566076221790789758e+00,-4.555011344411649121e-01,-6.842815364257079924e-01,1.511978603565486967e+00,-3.178308027946934455e-01,8.621113790337348037e-01,-1.206581528707478146e+00,-2.542505095858750508e+00,-1.729334982176796931e+00,2.926157338518292850e+00,1.383157169133467201e+00,-7.829042591887526159e-01,3.504997717913978517e-01,-1.207604507566460983e+00,8.623487529719638112e-02,0.000000000000000000e+00
1.874221807436566634e+00,1.227115555562929144e-01,9.819171632688917795e-01,2.276964452510015668e+00,1.019843184632149846e-01,1.975486280501490277e-01,9.469748008755056734e-01,-3.374997127622598292e+00,-2.412303950180069378e+00,-2.051022488526097476e+00,-1.625596174750697787e-01,-8.461313342453774533e-01,3.882006135519564527e-01,2.009109373284149735e-01,-1.183800750541302294e-01,0.000000000000000000e+00
